Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
17314.103129,8221,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
10546.782745,38866,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
15553.208714,7695,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
15047.002738,12305,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
13540.041642,17343,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
14077.968853,17445,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
12981.952029,20309,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
13436.000149,20530,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
13161.942828,21145,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
14220.013215,23069,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
12379.126473,31199,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
11581.905044,36566,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
14023.938547,13776,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
12810.910585,19461,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
13135.905032,21796,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
13106.900424,21910,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
12845.174249,22382,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
12570.136681,22479,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
12897.929537,23200,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
11961.619958,27394,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
12706.911348,27521,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
12487.054293,28492,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
15635.79616,1169,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
15747.803969,6048,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
14619.078563,15768,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
14185.021553,20374,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
13699.03578,25845,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13310.059595,26143,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13530.068645,27249,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13019.071136,27942,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12684.986227,29891,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12553.071428,32844,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
14997.884336,8880,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14847.044151,12980,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
15128.992236,13828,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
15000.99271,14504,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14593.854095,18790,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14304.741035,21128,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
13688.945675,21611,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
13744.849852,23748,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
13545.030896,27431,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
12741.190233,34815,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
16116.843916,865,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
16428.578981,9882,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
15084.815404,14824,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
15163.169859,17158,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
14897.040553,18210,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
14508.750085,18910,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14418.165291,19818,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14191.882277,21181,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
14401.906929,21527,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14175.879079,21627,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
14429.789643,6114,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
14696.02899,6709,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
14582.769122,7115,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
14194.823604,9561,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
14072.135232,15233,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
13994.906458,17270,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
13830.249025,17594,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
13159.821544,22740,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
12495.970751,26204,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
12678.853975,28683,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
46732.60603,3625,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
47065.209913,5239,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
44749.686793,12115,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1
42773.02839,14546,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
41371.379273,20000,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1
39547.5879,23826,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
39691.727401,25169,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
38824.869086,25960,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,0,1
36970.898047,30502,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
37288.936738,32039,Chevrolet,Corvette,Conv 2D,Convertible,8,6,2,1,1,1
39875.854255,7054,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
39713.667922,8967,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
38990.607335,9410,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
39092.189918,10717,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
39365.883238,11619,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
35261.436431,21350,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,1,1
35575.417049,22740,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
34297.30535,24259,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
34739.21496,25747,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
31186.741463,34191,Chevrolet,Corvette,Coupe 2D,Coupe,8,6,2,1,0,1
21757.049509,1853,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,0
19528.100433,14115,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
19075.678752,18198,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
19409.752607,18795,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
18527.208971,19874,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
18912.981598,21512,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
17839.800771,25453,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
17789.346731,26980,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
17294.181001,29368,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
18083.396299,29420,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
20021.195206,1787,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
18835.189761,8211,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
18727.508377,14054,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
16805.057392,19498,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
17154.576462,21567,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
16644.087873,22383,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
15951.811169,26070,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
16508.590695,27460,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
15832.518348,31202,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
15554.283129,33357,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
25948.962594,636,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
27714.050245,5379,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,0
25097.473249,14461,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
24809.042324,16111,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
23345.329069,22964,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
22894.438676,26272,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
22064.292186,27384,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
23151.54614,27940,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
22120.757765,28242,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
20294.576825,33892,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
18957.890043,5936,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18950.906985,8687,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17891.633775,17020,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17801.229528,19386,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16723.993882,19740,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16744.030253,21829,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16825.190882,23460,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16543.980137,24583,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16143.957292,26532,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
14914.201281,33906,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
19164.610627,1480,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
18800.958899,7961,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
17458.221529,15144,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
17158.921998,21417,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
16472.897648,21675,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
16993.780328,23621,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
16300.46524,25697,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
15623.200273,27476,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
15138.400824,32462,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
15233.159871,32535,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
19471.974852,6608,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
18009.846032,15190,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18273.006134,16335,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18311.756302,17441,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17553.753684,18451,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18004.870415,18771,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17663.224953,19490,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
17115.122031,24461,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16988.303063,24905,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16803.12275,25874,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
19446.882941,932,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
17119.457572,18277,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
17316.096603,19593,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16860.870779,19883,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
17312.907154,21420,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16403.253627,23133,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16536.743875,24218,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16341.804099,25394,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
16713.984689,26328,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
16295.211438,28239,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
18974.92203,5632,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18324.831925,7397,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
19581.231414,7645,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
18169.375482,14754,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17986.224091,17488,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17173.942322,18721,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16456.974644,20200,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16267.094889,21452,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
16860.094326,22841,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
16027.286487,22889,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
17089.91883,8732,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
17463.046081,11393,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
17218.68575,14579,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
17162.478255,15903,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
16507.070267,17451,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
16752.514403,18562,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
16646.770799,20154,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
15623.919765,21272,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
15664.624905,25787,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
15680.864426,25956,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
18800.093103,5827,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
18910.804286,8345,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
19177.412064,10414,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
18040.144006,11647,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
17685.200995,15898,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
17515.397589,18602,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
16357.992322,23491,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
16345.943747,25931,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
15797.19576,26700,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
15503.508796,33345,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
21745.029441,7065,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
21725.010749,13457,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
22384.118692,14788,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
20537.141718,16950,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
21233.911356,17337,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
20676.165511,18021,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
20839.149965,22152,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
20017.96843,22729,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
18876.870654,27218,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
17586.928583,39049,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
23573.822002,12466,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
23527.728502,14948,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
22113.628024,21992,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
22470.35843,22626,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
20619.11401,24067,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,0,0
20047.951361,24665,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
21525.339008,25020,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
20382.15031,25240,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
21020.836777,25550,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
20221.808811,26223,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
25452.473855,11892,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
23449.306326,17273,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
23578.164861,19148,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
22525.269722,19521,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
21982.647708,20472,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
22231.563151,21929,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
22189.115971,25651,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
21765.066579,25794,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
21403.756422,27168,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
21200.690207,31197,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
19682.035011,11554,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
18678.414123,16496,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
20318.890973,17583,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
20127.044185,18419,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
19751.041431,20510,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
17844.730771,21121,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
18856.018691,22423,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
18566.070703,24747,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
18063.004911,27574,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,0
17768.059505,28385,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
23197.43679,2295,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
23102.022367,5653,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,0
22460.529996,8928,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
21607.772566,11069,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
22004.930438,15516,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
20830.994296,19419,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
20109.904121,22891,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
19116.131087,26252,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
19689.740844,27077,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
19338.375998,27966,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
21903.322618,4537,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,0
22736.834469,5690,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
22104.973571,9049,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
22311.049513,11221,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
21875.097631,12313,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
20627.661689,20770,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
19540.244789,22628,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,0
19204.809341,26477,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
18158.083129,28354,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,0
18529.342117,30063,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
21383.06716,7287,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,1
20452.669475,10338,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
20677.593819,11204,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,0
19294.787504,19539,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
18548.978593,20870,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
18042.221074,21702,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
18620.871367,25516,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,1
17023.936865,30404,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,0,0
16216.980706,35624,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,0
15792.831437,41566,Pontiac,G6,Sedan 4D,Sedan,6,3.5,4,1,1,1
17360.810635,881,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
17675.837488,5131,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
17141.941158,6761,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
17202.834055,9380,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
16792.679529,12071,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
15595.884133,18315,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
15253.868566,20917,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
15594.806844,22414,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
15059.134077,22641,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,1,1,1
14703.136868,23335,Pontiac,Grand Am,GT Coupe 2D,Coupe,6,3.4,2,0,1,1
15979.014837,3946,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,1,1,1
16379.853004,4188,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,1,1,1
15327.100321,4318,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
15846.012712,5350,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
15604.145816,5788,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,1,1,1
14841.917049,12420,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
15077.175844,13262,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
13961.111642,19602,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
13034.068528,23976,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
13162.852054,24542,Pontiac,Grand Am,SE Sedan 4D,Sedan,4,2.2,4,0,1,1
18254.922772,16554,Pontiac,Grand Prix,GT Sedan 4D,Sedan,6,3.8,4,1,1,1
17095.035224,18720,Pontiac,Grand Prix,GT Sedan 4D,Sedan,6,3.8,4,1,0,0
17162.873441,20829,Pontiac,Grand Prix,GT Sedan 4D,Sedan,6,3.8,4,1,0,0
16391.171715,21304,Pontiac,Grand Prix,GT Sedan 4D,Sedan,6,3.8,4,1,1,0
15788.10478,25295,Pontiac,Grand Prix,GT Sedan 4D,Sedan,6,3.8,4,1,1,0
16569.14124,25777,Pontiac,Grand Prix,GT Sedan 4D,Sedan,6,3.8,4,1,0,0
16997.693741,25830,Pontiac,Grand Prix,GT Sedan 4D,Sedan,6,3.8,4,1,0,1
16283.958991,26511,Pontiac,Grand Prix,GT Sedan 4D,Sedan,6,3.8,4,1,0,1
